favorite_count,id,retweet_count
298,667453023279554560,85
749,667443425659232256,552
433,667437278097252352,225
295,667435689202614272,82
450,667405339315146752,213
187,667393430834667520,52
352,667369227918143488,154
465,667211855547486208,228
590,667200525029539841,249
367,667192066997374976,95
714,667188689915760640,381
13759,667182792070062081,5888
184,667177989038297088,51
583,667176164155375616,436
232,667174963120574464,74
211,667171260800061440,80
2587,667165590075940865,1079
247,667160273090932737,60
45815,667152164079423490,16162
4403,667138269671505920,2092
317,667119796878725120,123
319,667090893657276420,118
382,667073648344346624,114
81,667070482143944705,14
160,667065535570550784,42
209,667062181243039745,49
177,667044094246576128,47
429,667012601033924608,211
233,666996132027977728,84
2451,666983947667116034,930
768,666837028449972224,529
203,666835007768551424,77
244,666826780179869698,89
491,666817836334096384,237
220,666804364988780544,85
720,666786068205871104,463
367,666781792255496192,181
331,666776908487630848,164
222,666739327293083650,62
410,666701168228331520,208
176,666691418707132416,45
1068,666649482315059201,586
220,666644823164719104,76
494,666454714377183233,201
98,666447344410484738,18
117,666437273139982337,42
159,666435652385423360,48
301,666430724426358785,179
156,666428276349472768,78
302,666421158376562688,107
115,666418789513326592,43
415,666411507551481857,303
100,666407126856765440,32
159,666396247373291520,76
174,666373753744588802,85
730,666362758909284353,521
201,666353288456101888,66
274,666345417576210432,127
182,666337882303524864,84
469,666293911632134144,321
138,666287406224695296,62
161,666273097616637952,73
95,666268910803644416,32
13729,666104133288665088,6019
72,666102155909144576,11
142,666099513787052032,62
153,666094000022159362,68
103,666082916733198337,42
300,666073100786774016,147
136,666071193221509120,54
449,666063827256086533,198
106,666058600524156928,54
272,666057090499244032,128
411,666055525042405380,222
1134,666051853826850816,782
125,666050758794694657,51
98,666049248165822465,41
274,666044226329800704,133
113,666033412701032449,41
121,666029285002620928,42
2426,666020888022790149,464
